지점,지점명,일시,최고기온(°C),최저기온(°C),평균현지기압(hPa),평균상대습도(%),월합강수량(00~24h만)(mm),평균풍속(m/s),평균운량(1/10),합계 일조시간(hr),일조율(%)
174,순천,2023-12,20.5,-10.3,1003.5,78,65.1,2,4.9,139.8,45.79
174,순천,2024-01,14.7,-8.5,1003.5,71,29,2.5,3.9,164.8,52.6
174,순천,2024-02,17,-5.4,1002.7,82,160.8,1.6,6.1,113.6,35.85
174,순천,2024-03,23,-8.5,997.8,68,91.8,2.3,4.7,198.4,53.35
174,순천,2024-04,27.5,2.6,993.6,77,155.9,1.4,5.8,169.1,43.05
174,순천,2024-05,29.5,6,993.6,72,203.1,1.8,4.2,256,58.9
174,순천,2024-06,32.4,8.8,988.8,78,245.6,1.5,6.5,174.6,40.19
174,순천,2024-07,32.2,19.9,988.7,89,290.3,1.5,6.7,101.9,23.07
174,순천,2024-08,34.4,20.4,987.9,85,105,1.2,4.2,239,59.25
174,순천,2024-09,33.6,12.1,993,87,466.3,.9,5.3,187,50.32
174,순천,2024-10,25.3,4.1,998.9,85,119.7,1.2,6.2,155.5,44.4
174,순천,2024-11,22.3,-3.6,1000.9,78,100.1,1.7,4.9,154.3,49.73
174,순천,2024-12,17.1,-6.2,1001.9,67,3,2.7,4.6,179.6,58.83
174,순천,2025-01,13.3,-11.3,1002.5,70,6.4,2.2,3.6,193,61.5
174,순천,2025-02,16.3,-10.3,1002.6,64,34,3,4.3,187.9,61.35
174,순천,2025-03,25.8,-4.7,997.5,59,30.7,2.1,4.9,193.2,51.99
177,홍성,2023-04,27.5,.4,1011.9,66,42.8,2,5.2,215.4,54.7
177,홍성,2023-05,29.9,4.7,1010.1,69,139,1.8,5.7,226,53.35
177,홍성,2023-06,32.8,14.6,1004.2,77,100.3,1.7,6.2,238.3,54.26
177,홍성,2023-07,34.2,20.5,1004.5,90,562.2,1.6,7.2,174,39
177,홍성,2023-08,34.4,18.7,1002.5,87,199.2,1.4,6.2,214.2,51.01
177,홍성,2023-09,31.7,13,1010,87,269.3,1.2,6.5,170.3,45.64
177,홍성,2023-10,25,3.5,1016,78,7.7,1.3,4.5,229.4,65.62
177,홍성,2023-11,24.6,-4.9,1018.8,74,96,1.8,5,166.4,54.06
177,홍성,2023-12,17.8,-14.7,1021.6,83,132.7,1.4,6.2,111.6,36.99
177,홍성,2024-01,10.7,-9.6,1022.5,77,38.9,1.5,4.9,156,50.45
177,홍성,2024-02,16.4,-4.2,1020.9,82,132.4,1.7,6.4,104,33.03
177,홍성,2024-03,21.4,-7.2,1015.6,67,34.9,2.2,4.3,218.7,58.84
177,홍성,2024-04,27.6,1.2,1010.8,73,63.4,1.4,5.7,205.6,52.12
177,홍성,2024-05,28,7.3,1010.4,74,156,1.8,4.4,272.9,62.26
177,홍성,2024-06,34.3,13.1,1005,74,120.2,1.7,4.7,303.7,69.13
177,홍성,2024-07,33.7,20.9,1003.7,92,555.5,1.9,7.7,150.4,33.72
177,홍성,2024-08,35.6,21.5,1004.2,88,109.5,1.4,4.4,253.8,60.53
177,홍성,2024-09,33.8,14.4,1009.9,83,333,1,5.3,198.8,53.43
177,홍성,2024-10,24.6,4.9,1016.9,81,113.8,1,5.3,168,48.17
177,홍성,2024-11,23.6,-3.7,1019,72,52.7,1.4,4.4,180.9,60.89
177,홍성,2024-12,18.4,-9,1020.4,69,12.5,1.7,5.1,144.8,51.33
177,홍성,2025-01,10.3,-15.6,1020.9,70,21,1.8,4.6,160.1,51.68
177,홍성,2025-02,15.5,-13.3,1021.4,62,11.5,2.2,3.3,197.2,64.8
177,홍성,2025-03,27.5,-4.8,1015,63,46.7,2.7,4.7,218.9,58.96
181,서청주,2023-05,31.5,3.7,1009.3,67,183.8,1.8,5.4,230.4,52.64
181,서청주,2023-06,33.2,13.9,1003.3,72,110,1.9,5.8,228.7,52.06
181,서청주,2023-07,34.8,19.2,1003.9,85,720.6,1.6,6.7,149.9,33.59
181,서청주,2023-08,35.8,18.2,1001.7,82,257.6,1.6,6.4,179,42.63
181,서청주,2023-09,31.9,12.8,1009.2,83,244,1.3,6.1,155,41.54
181,서청주,2023-10,24.2,1.3,1015.2,77,12.7,1.3,4.1,201.7,57.69
181,서청주,2023-11,25.6,-7.5,1018,70,42.2,1.8,3.8,170.8,55.49
181,서청주,2023-12,18.7,-15,1020.8,77,98.3,1.4,4.8,122.2,40.52
181,서청주,2024-01,11.3,-13.5,1021.5,75,34.5,1.4,4,138,44.65
181,서청주,2024-02,17.9,-6.8,1020.3,77,89.4,1.5,6.3,94.3,29.95
181,서청주,2024-03,20.5,-9.2,1014.6,62,40.7,2.2,4,204.8,55.1
181,서청주,2024-04,27.7,1.1,1009.9,64,44.7,1.5,5.1,198.4,50.27
181,서청주,2024-05,28.4,6,1009.5,68,122.4,1.8,3.8,281.4,64.2
181,서청주,2024-06,34.6,11.7,1004.1,68,89.3,1.6,4.4,278.1,63.31
181,서청주,2024-07,34.1,20.5,1003.1,83,525.1,2.1,6.8,126.2,28.3
181,서청주,2024-08,34.7,19.7,1003.5,80,104.7,1.5,4.2,250.6,59.77
181,서청주,2024-09,33.8,12.7,1009.1,79,304.9,1.4,5.4,166.1,47.8
181,서청주,2024-10,24.5,4.8,1016.2,84,112,1.3,5.6,136.4,39.12
181,서청주,2024-11,24.4,-3.4,1018.2,74,40.1,1.4,4.2,175.7,57.23
181,서청주,2024-12,16.3,-8.7,1019.9,69,7.9,1.5,4.1,169.3,56.15
181,서청주,2025-01,11.1,-15.1,1020.4,69,9.4,1.5,4.3,165.3,53.37
181,서청주,2025-02,15.7,-14,1020.8,63,8.7,2.2,3.1,212.6,69.84
181,서청주,2025-03,28.3,-4.6,1014.7,61,48.4,2.4,4.8,208.4,56.13
184,제주,2023-04,28.6,7.4,1013.2,69,62.1,3.6,5.3,204.1,52.27
184,제주,2023-05,29.9,11.4,1010.9,77,269.3,2.7,6.6,180.3,41.87
184,제주,2023-06,31.4,15.8,1005.6,76,213,3.1,7.1,170.2,39.51
184,제주,2023-07,37.3,21.8,1005.6,75,273.2,3,7.9,124.6,28.43
184,제주,2023-08,34.8,21.6,1002.5,73,182.5,3.1,5,242.9,58.53
184,제주,2023-09,33.3,18.2,1009.6,71,84.5,2.8,6,182.6,49.07
184,제주,2023-10,26.1,13.3,1016.4,60,36,3,4.5,228.5,64.82
184,제주,2023-11,28.4,4.6,1019.4,60,69.1,3.9,6,117.1,37.29
184,제주,2023-12,23.1,-.6,1021.7,66,73.9,4,7.1,70.8,22.86
184,제주,2024-01,18.7,-1,1022,64,93.4,3.9,7.1,77.6,24.5
184,제주,2024-02,20.7,3.4,1020.2,71,205.4,3.6,7.5,60.3,18.91
184,제주,2024-03,26.7,1.3,1016,62,98.1,3.7,6.1,159.8,42.97
184,제주,2024-04,23.6,10.3,1010.7,71,80.2,2.7,6.9,152.1,38.88
184,제주,2024-05,27,12.4,1011.2,63,42.9,3.1,4.5,265.9,61.65
184,제주,2024-06,31.4,16.8,1005.9,73,271.8,2.8,7.1,155,35.97
184,제주,2024-07,35.5,22.6,1004.9,73,156,3.5,6.5,204.9,46.81
184,제주,2024-08,35,25.2,1004.2,72,47,2.9,4,275.2,66.44
184,제주,2024-09,35.1,21.1,1009.1,73,126.2,2.9,5.2,131.5,45.74
184,제주,2024-10,31.3,14.5,1015.8,69,135.2,3.2,7.7,88,25.88
184,제주,2024-11,23.6,7.3,1018.8,65,335.7,3.7,6.2,114.7,36.61
184,제주,2024-12,19.8,3.5,1021.3,54,5.8,4.4,7.1,69.8,22.55
184,제주,2025-01,14.7,-.6,1021.5,56,25.4,4.2,6.2,108.5,34.19
184,제주,2025-02,15,-1.7,1022.2,59,61.4,4.4,7.3,82.5,26.79
184,제주,2025-03,28.8,2.6,1016.2,57,82.5,4,6,154,41.42
185,고산,2023-04,22.4,7.7,1006.4,72,102.7,6.9,5.2,192,49.19
185,고산,2023-05,25.5,11.1,1004.5,84,298.9,5.4,6.5,153.4,35.66
185,고산,2023-06,27.8,15,999.7,88,272.3,4.7,6.9,143.6,33.4
185,고산,2023-07,31.6,21.6,1000.2,93,170.8,5.6,7.7,86.5,19.76
185,고산,2023-08,33.5,22.3,996.8,81,203.6,5.1,4.6,273.3,65.92
185,고산,2023-09,30.5,16.2,1003.8,79,76.1,4.4,5.7,203.4,54.75
185,고산,2023-10,25.7,13.9,1010.2,65,2.8,5.5,3.9,234.4,66.52
185,고산,2023-11,25.5,4.8,1013,69,44.6,9,6,136.3,43.35
185,고산,2023-12,22,-.6,1015.2,73,74,8.9,7.2,79.2,25.49
185,고산,2024-01,17.2,-.8,1015.3,70,40.1,8.3,6.6,101.9,32.15
185,고산,2024-02,17,4,1013.5,78,94.9,6.7,7.3,64.7,20.28
185,고산,2024-03,17.9,1.2,1009.6,72,74.8,7,5.6,151.2,40.63
185,고산,2024-04,22.6,10.2,1004.8,83,118.8,4.5,6.5,147.4,37.68
185,고산,2024-05,25.6,11.6,1005.4,77,135.3,5.4,4.4,252.9,58.7
185,고산,2024-06,27.6,15.6,1000.3,88,375.3,4.3,7.1,133.7,31.09
185,고산,2024-07,31.6,21.6,999.9,94,66.7,6,6,141.7,32.39
185,고산,2024-08,33.9,23,998.7,80,61.7,4.2,3.7,282.6,68.31
185,고산,2024-09,34.5,19.6,1003.3,78,104,4.3,4.8,228,61.47
185,고산,2024-10,27.9,13.5,1009.5,74,110.4,5.4,6.8,133.4,37.93
185,고산,2024-11,23.5,5.9,1012.3,70,229.3,7.8,5.5,140,44.64
185,고산,2024-12,19.4,2.7,1014.7,61,3.8,10,6.5,94.3,30.36
185,고산,2025-01,15,-.6,1015.1,62,21.9,9.2,5.7,124.4,39.19
185,고산,2025-02,14.3,-2.3,1015.5,66,62.4,10.7,6.7,102.3,33.18
185,고산,2025-03,20.9,1.7,1009.9,72,54.3,7.4,5.8,149.9,40.32
188,성산,2023-04,22.6,4.2,1013.1,71,183.1,4,5.1,210.5,53.92
188,성산,2023-05,26.3,7.9,1011.1,81,489.8,3.1,6.3,163.6,38
188,성산,2023-06,28.9,13.9,1005.9,83,265.5,2.7,6.8,146.1,33.95
188,성산,2023-07,31.6,20.1,1006.5,91,344.2,3.1,7.7,98.6,22.52
188,성산,2023-08,32.2,21.8,1003.1,84,179.7,3,4.9,225.3,54.34
188,성산,2023-09,31.6,16.2,1010.1,80,219.4,2.6,5.9,182.4,49.1
188,성산,2023-10,26.5,10.7,1016.5,68,40.5,2.4,4,214.1,60.75
188,성산,2023-11,27.3,3.6,1019.5,70,64.1,2.9,5.6,157.6,50.19
188,성산,2023-12,22.4,-2,1021.9,76,73.2,2.9,6.9,81.3,26.2
188,성산,2024-01,18.1,-2.1,1022,72,98.3,3,5.9,127.6,40.28
188,성산,2024-02,21.7,-.7,1020.4,79,321.4,3.7,6.9,82.2,25.77
188,성산,2024-03,20,-.1,1016.2,70,135.7,3.4,5.1,172.7,46.41
188,성산,2024-04,24.4,7.3,1011.3,79,226,2.6,6.6,151.6,38.75
188,성산,2024-05,29.1,9,1011.8,72,122.7,3,4.7,232.1,53.86
188,성산,2024-06,31,14.8,1006.6,84,468.4,2.5,7.1,132.2,30.71
188,성산,2024-07,33.7,20.2,1006.3,91,274.6,3.8,6.2,144.8,33.09
188,성산,2024-08,33.7,23.3,1004.9,82,79.7,2.7,3.8,254.8,61.55
188,성산,2024-09,33,21.3,1009.9,82,157.3,3.2,4.9,179.3,48.32
188,성산,2024-10,28.8,12.8,1016.1,77,149.2,3.4,7.3,105.8,30.1
188,성산,2024-11,24.2,4.8,1019,73,409.6,3.2,5.2,135.3,43.17
188,성산,2024-12,20.9,.5,1021.3,65,12.4,2.7,5.3,131.4,42.35
188,성산,2025-01,15,-2.4,1021.8,66,16.9,2.8,5.4,134.2,42.29
188,성산,2025-02,15.7,-2.7,1022.2,67,93.9,3.2,5.9,127.4,41.35
188,성산,2025-03,26,-1,1016.6,68,133.2,3.9,5.8,153.9,41.39
189,서귀포,2023-04,25.6,6.7,1009.3,70,191.1,2.2,5.4,200.8,51.45
189,서귀포,2023-05,24.6,11.8,1007.6,81,574.3,1.8,7,168.1,39.08
189,서귀포,2023-06,27.7,15.7,1002.5,85,418.5,1.4,7.5,153.7,35.76
189,서귀포,2023-07,31.6,21.1,1003.3,92,378.8,1.4,8.7,78.6,17.97
189,서귀포,2023-08,34.1,23.3,999.5,78,218.9,1.9,5.1,250.9,60.53
189,서귀포,2023-09,31.7,18.9,1006.4,75,126.4,1.7,5.9,217.7,58.52
189,서귀포,2023-10,26.3,13.6,1012.5,59,5.9,1.7,3.6,252.3,71.55
189,서귀포,2023-11,25.7,4.7,1015.5,66,45.2,1.6,4.9,198.4,63.06
189,서귀포,2023-12,22.4,-1.5,1017.8,69,74.7,1.6,6.5,133.8,43.08
189,서귀포,2024-01,17.5,-1.8,1017.7,66,56.8,1.6,5.4,162.7,51.28
189,서귀포,2024-02,19.1,3.3,1016.1,74,147.7,2.1,7.3,108.3,33.94
189,서귀포,2024-03,19.3,.7,1012.3,67,155.5,1.9,5.5,193.5,52.02
189,서귀포,2024-04,24.4,11.7,1007.5,75,271.3,1.6,7,143.1,36.61
189,서귀포,2024-05,27.5,11.6,1007.9,66,214.3,2,4.8,244.1,56.68
189,서귀포,2024-06,30.1,16.2,1002.8,79,615.6,1.5,7.6,133.2,30.98
189,서귀포,2024-07,33,20.8,1003,89,193.7,1.9,8.2,102.5,23.46
189,서귀포,2024-08,34.7,23.8,1001.2,74,124.5,2,4.1,249.4,60.23
189,서귀포,2024-09,34.5,21.7,1006,75,119.5,2.3,5,210.5,56.71
189,서귀포,2024-10,30,14.2,1011.8,72,126,2.4,7.2,146.1,41.53
189,서귀포,2024-11,24.8,5.4,1014.6,68,220.9,2.2,5.1,161.5,51.45
189,서귀포,2024-12,19.9,2.7,1016.9,57,1.5,1.8,4.5,191.1,61.53
189,서귀포,2025-01,16,-1.4,1017.5,59,14.1,2,4.9,187.9,59.13
189,서귀포,2025-02,17.6,-2.4,1017.6,60,94.6,2,5.3,185.1,60.04
189,서귀포,2025-03,23.2,2.3,1012.5,64,91.5,2.5,6.2,162.6,43.72
192,진주,2023-04,26.8,-1,1011.9,67,101.5,1.1,4.6,193,49.22
192,진주,2023-05,29.2,4.4,1010.3,78,364,.9,6.3,182.3,41.96
192,진주,2023-06,32.7,12.3,1004.3,79,303.3,1,6.1,217.4,50.05
192,진주,2023-07,35.1,19.6,1005.4,89,504.5,.8,7.1,120.4,27.2
192,진주,2023-08,36.7,21.1,1002.2,83,439.6,.9,5.5,232.1,55.59
192,진주,2023-09,32.5,15.5,1009.4,84,278.4,.7,6,163,43.76
192,진주,2023-10,25.7,3.1,1015.3,74,7.1,.7,4,237.2,67.58
192,진주,2023-11,27.8,-3.8,1017.8,67,65.1,1.1,3.1,205.7,66.23
192,진주,2023-12,20.8,-10.7,1020.7,70,98.7,.8,3.9,186.1,60.98
192,진주,2024-01,14.8,-10.4,1020.7,67,31.5,.8,3.1,201.6,64.43
192,진주,2024-02,21.2,-5.2,1020.5,78,201.2,.9,6,127.2,40.18
192,진주,2024-03,24.4,-5.6,1014.8,64,99.4,1.2,4.7,209.2,56.28
192,진주,2024-04,28.7,3.1,1010.5,76,175.8,.8,5.9,174.7,44.44
192,진주,2024-05,31.4,5.4,1010,70,203.1,1.1,4.1,291.2,66.94
192,진주,2024-06,35.7,12.3,1004.9,75,204.1,.9,6,228.5,52.59
192,진주,2024-07,35.4,20.2,1004.6,87,228.3,1.1,6.2,169.3,38.29
192,진주,2024-08,36.1,21,1003.9,80,126.5,.9,4.2,283.4,67.98
192,진주,2024-09,35.8,13.5,1009.6,81,350.3,.7,5.4,207.7,55.88
192,진주,2024-10,28.7,5.3,1016.1,80,151,.6,6,176.5,50.43
192,진주,2024-11,22.8,-1.7,1018.2,75,85.3,.6,4.3,186.3,60.08
192,진주,2024-12,18.1,-7.4,1019.2,62,.1,.5,3.1,222.8,73.05
192,진주,2025-01,12.8,-12.8,1020.2,61,2.5,.5,2.5,227,72.45
192,진주,2025-02,18.1,-11.5,1020.1,52,29.8,.9,2.9,225.6,73.75
192,진주,2025-03,25.2,-3.8,1015,60,47.4,1,4.9,213.5,57.49
201,강화,2023-04,25.4,1.3,1009.7,67,109.5,2.4,5.5,178.6,45.2
201,강화,2023-05,27.4,5.8,1008.2,75,148.1,2,5.5,219.3,49.82
201,강화,2023-06,31.2,13.5,1002.1,87,168.4,1.9,5.4,185.4,41.92
201,강화,2023-07,32.3,19.9,1002.3,92,381.2,1.8,6.1,149.3,33.24
201,강화,2023-08,33.2,18.8,1000.8,88,201.1,1.7,6.2,174.4,41.35
201,강화,2023-09,30.8,12.5,1008.3,84,81.3,1.5,5.8,175.7,47.04
201,강화,2023-10,23.4,3,1013.9,77,59.6,1.4,3.7,213.2,61.18
201,강화,2023-11,22.6,-7.6,1016.6,71,86.1,2.1,4.2,161.7,52.95
201,강화,2023-12,15.5,-16.1,1019.6,74,89,1.9,5,81.5,42.23
201,강화,2024-01,9.1,-14.1,1020.4,71,14.1,1.8,4,164.4,59.22
201,강화,2024-02,14.8,-6.7,1019.3,77,78.1,2.1,5.7,129.3,41.26
201,강화,2024-03,21.8,-9.8,1013.3,65,24.8,2.4,3.7,209.3,56.34
201,강화,2024-04,25.1,2.5,1008.9,68,28.4,2.1,4.6,206.3,52.12
201,강화,2024-05,24.7,7.1,1008.3,76,141,2.3,3.9,233,52.85
201,강화,2024-06,31.2,12.3,1002.9,75,68.3,2,3.4,274.3,62
201,강화,2024-07,33.4,19.4,1001.3,89,610.3,2.5,6.7,83,18.49
201,강화,2024-08,34,19.4,1002.4,84,172.4,1.7,4.3,218,51.79
201,강화,2024-09,33.3,13.1,1008.3,82,107.1,1.7,5.2,181.3,48.66
201,강화,2024-10,24.2,4.9,1015.2,79,41.9,1.4,4.3,183.6,52.8
201,강화,2024-11,23.1,-5.5,1017.1,67,41.8,1.5,4,183.9,60.35
201,강화,2024-12,12.7,-10.5,1018.5,62,11.3,1.5,3,192.2,64.41
201,강화,2025-01,9.2,-14.6,1019,69,31.5,1.6,3.7,163.5,53.26
201,강화,2025-02,10.3,-14.8,1019.4,63,7.6,2,2,220,72.66
201,강화,2025-03,22.1,-4.4,1013.4,65,37.7,2.4,4.5,227.1,61.16
202,양평,2023-04,27.4,.4,1010.3,59,73.5,1.4,5.4,178.8,45.28
202,양평,2023-05,31.4,4.6,1008.7,65,143.5,1.3,5.4,232,52.75
202,양평,2023-06,33.3,13.8,1002.1,72,161.1,1.3,5.4,209.7,47.5
202,양평,2023-07,34.4,19.5,1002.2,83,526.3,1.2,6.5,143.4,31.96
202,양평,2023-08,34.9,19.9,1000.4,79,207.7,1.2,6.6,179.4,42.57
202,양평,2023-09,31.8,13.7,1007.9,81,133.4,1,6.2,154.2,41.3
202,양평,2023-10,24.3,2.5,1013.7,79,53.9,.8,4.6,177.3,50.83
202,양평,2023-11,26.3,-6.4,1016.1,65,89.9,1.4,3.5,159.3,52.04
202,양평,2023-12,17.1,-14.3,1019.3,72,95.6,1.1,4,135.7,45.4
202,양평,2024-01,11.3,-13.3,1019.8,70,17.1,1.1,3.4,153.2,49.85
202,양평,2024-02,17.6,-5.4,1018.9,73,66,1.1,6.3,98.8,31.47
202,양평,2024-03,22.5,-8.7,1012.7,58,27.7,1.5,4.2,189.6,51.05
202,양평,2024-04,28.4,3.5,1008.4,60,48.1,1.2,4.9,195.2,49.33
202,양평,2024-05,28.5,7.4,1007.7,65,107,1.4,4,249.1,56.54
202,양평,2024-06,35,11.8,1002.4,67,134.6,1.3,4.2,269.4,61.01
202,양평,2024-07,33.2,20.7,1001.5,83,464.6,1.3,7.2,102,22.76
202,양평,2024-08,35.1,20.5,1002.2,78,100,1.2,4.4,229.6,54.6
202,양평,2024-09,33.7,13.1,1008.3,77,199.4,1.2,5.7,175.3,47.06
202,양평,2024-10,23.6,6.5,1015.1,80,105,.9,5.3,141.9,40.8
202,양평,2024-11,23.9,-5.4,1016.7,73,71.7,.9,4.3,159,52.06
202,양평,2024-12,10.6,-10.6,1018,62,6,1.2,3.4,183.4,61.4
202,양평,2025-01,10.5,-15,1018.7,67,23.7,1,4.1,154.1,50.08
202,양평,2025-02,13.2,-14.1,1018.7,57,4.3,1.6,2.1,200.5,66.15
202,양평,2025-03,24.5,-3.1,1012.9,57,32.9,1.5,4.9,199.6,53.76
203,이천,2023-04,28.8,-.5,1006,63,56.7,1.4,5.2,175.6,44.52
203,이천,2023-05,32.1,3.6,1004.5,69,169.1,1.1,5.3,208.3,47.45
203,이천,2023-06,33.7,14,998.4,75,156,1.1,5.4,188.9,42.91
203,이천,2023-07,34.8,20.2,999.1,88,547.2,1,6.4,131.1,29.26
203,이천,2023-08,35.6,19.2,997.2,85,253.9,.9,6.6,164.2,39
203,이천,2023-09,31.8,12.5,1004.7,86,167.9,.7,6,129.7,34.73
203,이천,2023-10,24.3,.8,1010.4,82,38.7,.6,4.5,160.1,45.9
203,이천,2023-11,26.9,-7.2,1012.8,69,95.1,1.2,3.4,155.3,50.69
203,이천,2023-12,17.9,-15.1,1015.8,76,99.7,.9,4,121.5,40.61
203,이천,2024-01,11.8,-13.4,1016.3,73,25.8,1,3.4,142.6,46.31
203,이천,2024-02,18.6,-5.7,1015.5,79,91.6,1,6.3,95.6,30.45
203,이천,2024-03,22.9,-9.6,1009.4,61,37.9,1.5,4.1,184.3,49.61
203,이천,2024-04,29.7,2.5,1005.2,64,71.7,1.2,4.9,185.2,46.85
203,이천,2024-05,29.6,7.2,1004.5,69,99.2,1.2,3.8,230.8,52.48
203,이천,2024-06,36,11.4,999.2,68,175,1.1,4.1,240.2,54.55
203,이천,2024-07,33.6,20.7,998.3,88,550.4,1.2,7,64.5,14.41
203,이천,2024-08,35.6,19.4,999,84,139.4,.8,4.6,156.3,37.19
203,이천,2024-09,34.5,12.3,1005,84,285.8,.8,5.7,144.1,38.71
203,이천,2024-10,24.2,4.4,1011.7,86,137.7,.6,5.7,120.1,34.51
203,이천,2024-11,24.1,-6.4,1013.4,77,87.4,.7,4.2,140.2,45.85
203,이천,2024-12,11,-11.4,1014.6,65,4.8,1,3.7,156.8,52.44
203,이천,2025-01,10.7,-15.8,1015.2,69,23.4,.9,3.9,141.2,45.8
203,이천,2025-02,14.2,-15.3,1015.3,60,7.7,1.3,2.5,204.6,67.39
203,이천,2025-03,25.7,-3.4,1009.6,60,50.4,1.5,4.9,183.7,49.46
211,인제,2023-04,27.9,-.8,990.8,62,83.8,1.7,5.2,159.7,40.37
211,인제,2023-05,30.4,2.2,990.1,66,104.8,1.5,5.4,220.5,49.99
211,인제,2023-06,34,11,984.1,74,229,1.3,5.7,182.3,41.14
211,인제,2023-07,34.3,17.8,984.8,83,245.1,1.3,6.6,151.6,33.65
211,인제,2023-08,35.2,18.9,983.7,81,219.8,1.1,7,157.4,37.27
211,인제,2023-09,31.4,12.9,990.9,82,128.8,1.1,6.4,138.8,37.14
211,인제,2023-10,23.1,.7,995.4,80,6.7,1,4.9,155.3,44.59
211,인제,2023-11,24.5,-8.2,996.5,65,84.9,1.6,3.4,139.7,45.85
211,인제,2023-12,16.9,-15.4,999.8,73,60.1,1.6,4.5,96.3,33.52
211,인제,2024-01,10.1,-16.2,1000,69,6.8,1.5,3.7,140.1,45.81
211,인제,2024-02,16.8,-7.9,1000.5,76,48.4,1.5,6.7,88,28.12
211,인제,2024-03,20.9,-9.6,993.6,61,38.3,1.7,4.6,163.9,44.11
211,인제,2024-04,30.5,1.1,990.7,63,19.9,1.7,4.6,183.6,46.32
211,인제,2024-05,29.3,3.7,989.5,68,92.4,1.5,4.3,213.1,48.26
211,인제,2024-06,35.6,8.9,984.6,70,159,1.2,4,230.2,51.94
211,인제,2024-07,33.8,18.7,983.7,83,321.6,1.8,7.3,100.2,22.27
211,인제,2024-08,36.2,19.2,985.2,79,61.1,1.3,4.5,184.8,43.83
211,인제,2024-09,34.1,11.3,991.5,81,227,1.3,6.1,86.5,38.86
211,인제,2024-10,24.7,4.1,997.2,82,89.5,1.1,5.6,110.1,31.7
211,인제,2024-11,21.9,-6,997.9,73,24.7,1.3,4.5,142.1,46.74
211,인제,2024-12,11.8,-13.9,997.7,61,5.4,1.5,3.1,170.9,57.58
211,인제,2025-01,8.4,-18.4,998.6,69,15,1.3,4.5,137.7,44.97
211,인제,2025-02,11.6,-17.3,998.1,56,1.6,1.5,2.3,194,64.13
211,인제,2025-03,23,-6.3,994,64,47,1.7,4.8,178,47.97
212,홍천,2023-04,28.7,-1.2,998.4,60,59.8,1.1,5.2,167.6,42.44
212,홍천,2023-05,31.1,2.2,997.2,64,135,1.1,5.3,235.5,53.49
212,홍천,2023-06,34.1,12.1,991.2,73,164.9,1.1,5.6,211.5,47.82
212,홍천,2023-07,34.7,17.8,991.9,83,452,.9,6.5,150.7,33.55
212,홍천,2023-08,36.8,19,990.4,80,144.6,1,6.7,172,40.78
212,홍천,2023-09,32.1,12.9,997.7,82,154,.8,6.2,144,38.56
212,홍천,2023-10,23.2,.5,1003,80,35.3,.7,4.7,146.4,42.01
212,홍천,2023-11,25.1,-7.9,1004.8,69,89.9,1,3.4,131.1,42.93
212,홍천,2023-12,16.3,-16,1008.1,74,97.1,.8,4,107.3,35.92
212,홍천,2024-01,11,-16.1,1008.4,72,11.6,.7,3.4,116.9,38.13
212,홍천,2024-02,17.7,-7.4,1008,76,71,.7,6.4,90.1,28.76
212,홍천,2024-03,23.5,-10.5,1001.5,60,35,1,4.2,176.9,47.62
212,홍천,2024-04,30.9,1.2,997.9,60,38.3,1.1,4.7,193.1,48.76
212,홍천,2024-05,29,5.5,997,66,99.5,1.1,4.1,250.9,56.89
212,홍천,2024-06,35.5,9.3,991.8,68,135.9,1.1,4.2,264.7,59.85
212,홍천,2024-07,34.2,20.2,991,83,423.2,1,7.2,111.1,24.76
212,홍천,2024-08,35.6,19,992,78,106.9,1,4.3,216.2,51.33
212,홍천,2024-09,34.8,11.5,998.1,80,171.4,.9,6,146.5,39.33
212,홍천,2024-10,24.3,4.9,1004.4,81,106.2,.7,5.7,114.5,32.96
212,홍천,2024-11,22.7,-5.3,1005.6,75,43.3,.6,4.1,139.7,45.85
212,홍천,2024-12,11.4,-12.5,1006.4,65,2.4,.8,3.1,139.2,46.63
212,홍천,2025-01,9,-18.1,1007.6,69,9.9,.6,4.4,111.2,43.44
212,홍천,2025-02,12.6,-17.6,1006.9,56,2.7,1.1,2.4,185,63.25
212,홍천,2025-03,24.3,-4.8,1001.8,60,36.2,1.1,5,193.3,52.06
216,태백,2023-04,23.7,-1.8,931.6,55,49.1,1.6,4.6,199.3,50.55
216,태백,2023-05,29.2,-1.3,932,66,130.5,1.4,5.6,206,46.92
216,태백,2023-06,32.8,10.1,927.3,72,255,1.3,5.9,239,54.31
216,태백,2023-07,33.3,16.1,929,81,267.2,1.4,6.9,160.3,35.79
216,태백,2023-08,33.3,15.3,927.8,85,356.9,1.3,6.8,141.9,33.72
216,태백,2023-09,28.1,8.1,933.6,86,228.9,1.1,6.5,129.8,34.76
216,태백,2023-10,21.5,-1.3,936,73,16.9,1,4.1,187.1,53.63
216,태백,2023-11,22.7,-10.7,935.1,56,49.5,1.6,3.2,160.5,52.33
216,태백,2023-12,14.5,-17.3,936.7,66,121.7,1.4,3.7,136.7,47.17
216,태백,2024-01,9.2,-18.5,936.5,64,16.1,1.4,2.9,132.2,42.91
216,태백,2024-02,14.6,-12.5,938.4,80,89,1.3,6.8,84.1,26.77
216,태백,2024-03,17.4,-13.9,932.5,61,47.7,1.6,4.6,187,52.09
216,태백,2024-04,28.4,-2.6,932,62,52.8,1.3,5.1,175.1,44.3
216,태백,2024-05,28.7,-.5,931.2,62,80.9,1.6,4.4,241.7,55.01
